日付,カテゴリ,売上金額,注文件数,客単価
2024-12-13,美容・コスメ,59753,13,4596
2024-12-13,日用品,57618,7,8231
2024-12-14,ファッション,218408,41,5327
2024-12-14,食品,184649,48,3846
2024-12-14,家電,124558,18,6919
2024-12-14,美容・コスメ,127684,20,6384
2024-12-14,日用品,92211,25,3688
2024-12-15,ファッション,318336,86,3701
2024-12-15,食品,195034,45,4334
2024-12-15,家電,158250,23,6880
2024-12-15,美容・コスメ,120586,29,4158
2024-12-15,日用品,80858,13,6219
2024-12-16,ファッション,224495,63,3563
2024-12-16,食品,164531,22,7478
2024-12-16,家電,83289,11,7571
2024-12-16,美容・コスメ,81385,15,5425
2024-12-16,日用品,57229,9,6358
2024-12-17,ファッション,219848,43,5112
2024-12-17,食品,138786,21,6608
2024-12-17,家電,108836,33,3298
2024-12-17,美容・コスメ,97875,18,5437
2024-12-17,日用品,55219,13,4247
2024-12-18,ファッション,191230,25,7649
2024-12-18,食品,119398,17,7023
2024-12-18,家電,73231,13,5633
2024-12-18,美容・コスメ,104248,15,6949
2024-12-18,日用品,53214,9,5912
2024-12-19,ファッション,162321,32,5072
2024-12-19,食品,150444,21,7164
2024-12-19,家電,80840,10,8084
2024-12-19,美容・コスメ,84971,17,4998
2024-12-19,日用品,64474,10,6447
2024-12-20,ファッション,200142,36,5559
2024-12-20,食品,129181,33,3914
2024-12-20,家電,114725,20,5736
2024-12-20,美容・コスメ,62681,9,6964
2024-12-20,日用品,81109,10,8110
2024-12-21,ファッション,231421,62,3732
2024-12-21,食品,169288,47,3601
2024-12-21,家電,158280,40,3957
2024-12-21,美容・コスメ,89126,17,5242
2024-12-21,日用品,77851,11,7077
2024-12-22,ファッション,244577,63,3882
2024-12-22,食品,144052,25,5762
2024-12-22,家電,99016,16,6188
2024-12-22,美容・コスメ,108778,16,6798
2024-12-22,日用品,105706,13,8131
2024-12-23,ファッション,244909,57,4296
2024-12-23,食品,100327,22,4560
2024-12-23,家電,119499,15,7966
2024-12-23,美容・コスメ,97855,27,3624
2024-12-23,日用品,81688,15,5445
2024-12-24,ファッション,136319,26,5243
2024-12-24,食品,93720,16,5857
2024-12-24,家電,87242,16,5452
2024-12-24,美容・コスメ,85966,11,7815
2024-12-24,日用品,70655,13,5435
2024-12-25,ファッション,230228,30,7674
2024-12-25,食品,99415,17,5847
2024-12-25,家電,84110,25,3364
2024-12-25,美容・コスメ,88640,12,7386
2024-12-25,日用品,51374,7,7339
2024-12-26,ファッション,234165,30,7805
2024-12-26,食品,110661,14,7904
2024-12-26,家電,86205,14,6157
2024-12-26,美容・コスメ,58789,18,3266
2024-12-26,日用品,72915,13,5608
2024-12-27,ファッション,164949,41,4023
2024-12-27,食品,141934,47,3019
2024-12-27,家電,114329,33,3464
2024-12-27,美容・コスメ,65598,13,5046
2024-12-27,日用品,63814,13,4908
2024-12-28,ファッション,224142,28,8005
2024-12-28,食品,181663,58,3132
2024-12-28,家電,120318,16,7519
2024-12-28,美容・コスメ,92183,26,3545
2024-12-28,日用品,96699,16,6043
2024-12-29,ファッション,261755,80,3271
2024-12-29,食品,131323,21,6253
2024-12-29,家電,103565,18,5753
2024-12-29,美容・コスメ,107468,24,4477
2024-12-29,日用品,106245,14,7588
2024-12-30,ファッション,218977,64,3421
2024-12-30,食品,98361,18,5464
2024-12-30,家電,76934,9,8548
2024-12-30,美容・コスメ,64006,11,5818
2024-12-30,日用品,59149,9,6572
2024-12-31,ファッション,150197,29,5179
2024-12-31,食品,111389,14,7956
2024-12-31,家電,69972,9,7774
2024-12-31,美容・コスメ,96583,21,4599
2024-12-31,日用品,75578,23,3286
